195981.83  62816.96
196481.78  62315.13
196981.73  61813.30
197481.69  61311.47
197981.64  60809.64
198481.59  60307.82
198981.55  59805.98
199481.50  59304.16
199981.45  58802.34
200481.41  58300.50
200981.36  57798.67
201481.31  57296.85
201981.27  56795.02
202481.22  56293.19
202981.19  55791.35
203481.14  55289.52
203981.09  54787.69
204481.05  54285.86
204981.00  53784.04
205480.95  53297.86
205980.91  52846.21
206480.86  52394.57
206980.81  51942.92
207480.77  51491.27
207980.72  51039.62
208480.67  50587.98
208980.62  50136.34
209480.58  49684.70
209980.53  49233.05
210480.48  48781.40
210980.44  48329.75
211480.39  47878.11
211980.34  47426.46
212480.30  46974.82
212980.25  46523.18
213480.20  46071.53
213980.16  45619.88
214480.11  45168.24
214980.06  44716.59
215480.02  44264.95
215979.97  43813.30
216479.92  43361.66
216979.88  42910.02
217479.84  42490.86
217979.80  42089.40
218479.75  41687.94
218979.70  41286.47
219479.66  40885.01
219979.61  40483.55
220479.56  40082.09
220979.52  39680.62
221479.47  39279.16
221979.42  38877.70
222479.38  38476.23
222979.33  38074.77
223479.28  37673.31
223979.23  37271.85
224479.19  36870.39
224979.14  36468.93
225479.09  36067.46
225979.05  35666.00
226479.00  35264.54
226978.95  34863.07
227478.91  34461.61
227978.86  34060.15
228478.81  33658.69
228978.77  33257.22
229478.72  32905.13
229978.67  32553.85
230478.62  32202.57
230978.58  31851.29
231478.53  31500.01
231978.48  31148.73
232478.44  30797.45
232978.41  30446.17
233478.36  30094.88
233978.31  29743.61
234478.27  29392.32
234978.22  29041.04
235478.17  28689.76
235978.12  28338.49
236478.08  27987.20
236978.03  27635.93
237477.98  27284.65
237977.94  26933.37
238477.89  26582.09
238977.84  26230.81
239477.80  25879.53
239977.75  25528.25
240477.70  25176.97
240977.66  24841.74
241477.61  24540.64
241977.56  24239.55
242477.52  23938.45
242977.47  23637.35
243477.42  23336.26
243977.38  23035.16
244477.33  22734.06
244977.28  22432.96
245477.23  22131.87
